concept,games,credits,credits_n,credits_confidence,licence,licence_confidence,licence_source,identical_art,distinct_art,images,category,mods,minetest_game,mineclonia,mineclone2,asuna
dirt_podzol_side,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_core,,mcl_core_dirt_podzol_side,mcl_core_dirt_podzol_side,
dirt_podzol_top,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_core,,mcl_core_dirt_podzol_top,mcl_core_dirt_podzol_top,
div,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_div,_div,
dl,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_dl,_dl,
doc_basics_build,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_build,doc_basics_build,
doc_basics_craft_grid,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_craft_grid,doc_basics_craft_grid,
doc_basics_hotbar,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_hotbar,doc_basics_hotbar,
doc_basics_inventory_detail,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_inventory_detail,doc_basics_inventory_detail,
doc_basics_items_dropped,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_items_dropped,doc_basics_items_dropped,
doc_basics_light_test,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_light_test,doc_basics_light_test,
doc_basics_light_torch,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_light_torch,doc_basics_light_torch,
doc_basics_liquids_nonrenewable,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_liquids_nonrenewable,doc_basics_liquids_nonrenewable,
doc_basics_liquids_range,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_liquids_range,doc_basics_liquids_range,
doc_basics_liquids_renewable_1,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_liquids_renewable_1,doc_basics_liquids_renewable_1,
doc_basics_liquids_renewable_2,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_liquids_renewable_2,doc_basics_liquids_renewable_2,
doc_basics_liquids_types,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_liquids_types,doc_basics_liquids_types,
doc_basics_minimap_map,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_minimap_map,doc_basics_minimap_map,
doc_basics_minimap_radar,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_minimap_radar,doc_basics_minimap_radar,
doc_basics_minimap_round,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_minimap_round,doc_basics_minimap_round,
doc_basics_nodes,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_nodes,doc_basics_nodes,
doc_basics_players_sam,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_players_sam,doc_basics_players_sam,
doc_basics_pointing,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_pointing,doc_basics_pointing,
doc_basics_tools,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_tools,doc_basics_tools,
doc_basics_tools_mining,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"help,other",mcl_doc_basics,,doc_basics_tools_mining,doc_basics_tools_mining,
door_glass,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/doors/license.txt | mods/minetest_game/doors/license.txt,yes,1,2,other,doors,doors_door_glass,,,doors_door_glass
door_obsidian_glass,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/doors/license.txt | mods/minetest_game/doors/license.txt,yes,1,2,other,doors,doors_door_obsidian_glass,,,doors_door_obsidian_glass
door_steel,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/doors/license.txt | mods/minetest_game/doors/license.txt,yes,1,2,other,doors,doors_door_steel,,,doors_door_steel
door_steel_bar,2,,0,game,CC BY-SA 3.0,mod,mods/minetest_game/xpanes/license.txt | mods/xpanes/license.txt,yes,1,2,other,xpanes,xpanes_door_steel_bar,,,xpanes_door_steel_bar
door_wood,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/doors/license.txt | mods/minetest_game/doors/license.txt,yes,1,2,other,doors,doors_door_wood,,,doors_door_wood
doors_item_steel,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_doors,,doors_item_steel,doors_item_steel,
doors_item_wood,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_doors,,doors_item_wood,doors_item_wood,
doors_trapdoor,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_doors,,doors_trapdoor,doors_trapdoor,
doors_trapdoor_side,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_doors,,doors_trapdoor_side,doors_trapdoor_side,
doors_trapdoor_steel,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_doors,,doors_trapdoor_steel,doors_trapdoor_steel,
doors_trapdoor_steel_side,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_doors,,doors_trapdoor_steel_side,doors_trapdoor_steel_side,
drinking_glass,2,,0,game,CC BY-SA 3.0,mod,mods/minetest_game/vessels/license.txt | mods/vessels/license.txt,yes,1,2,other,vessels,vessels_drinking_glass,,,vessels_drinking_glass
drinking_glass_inv,2,,0,game,CC BY-SA 3.0,mod,mods/minetest_game/vessels/license.txt | mods/vessels/license.txt,yes,1,2,other,vessels,vessels_drinking_glass_inv,,,vessels_drinking_glass_inv
droppers_dropper_front_horizontal,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_dispensers,,mcl_droppers_dropper_front_horizontal,mcl_droppers_dropper_front_horizontal,
droppers_dropper_front_vertical,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_dispensers,,mcl_droppers_dropper_front_vertical,mcl_droppers_dropper_front_vertical,
dry_grass,2,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/default/license.txt | mods/minetest_game/default/license.txt,yes,1,2,other,default,default_dry_grass,,,default_dry_grass
dry_grass_5,2,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/default/license.txt | mods/minetest_game/default/license.txt,yes,1,2,other,default,default_dry_grass_5,,,default_dry_grass_5
dt,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_dt,_dt,
dune_armor_trim_smithing_template,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_armor,,dune_armor_trim_smithing_template,dune_armor_trim_smithing_template,
dune_boots,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_armor,,dune_boots,dune_boots,
dune_chestplate,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_armor,,dune_chestplate,dune_chestplate,
dune_helmet,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_armor,,dune_helmet,dune_helmet,
dune_leggings,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_armor,,dune_leggings,dune_leggings,
dv,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_dv,_dv,
edge,2,,0,game,CC BY-SA 3.0,mod,mods/minetest_game/xpanes/license.txt | mods/xpanes/license.txt,yes,1,2,other,xpanes,xpanes_edge,,,xpanes_edge
edge_obsidian,2,,0,game,CC BY-SA 3.0,mod,mods/minetest_game/xpanes/license.txt | mods/xpanes/license.txt,yes,1,2,other,xpanes,xpanes_edge_obsidian,,,xpanes_edge_obsidian
egg,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | MIT,unsplit,LEGAL.md | mods/animalia/LICENSE,no,2,2,"item,other","animalia,mcl_throwing",,mcl_throwing_egg,,animalia_egg
ellipsis,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_signs,,_ellipsis,_ellipsis,
emerald_block,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_core,,mcl_core_emerald_block,mcl_core_emerald_block,
emergent_jungle_sapling,2,"celeron55, Perttu Ahola; Cisoun; G4JC; VanessaE; RealBadAngel; Calinou; MirceaKitsune; Jordach; PilzAdam; jojoa1997; InfinityProject; Splizard",12,mod,CC BY-SA 3.0 / CC BY 3.0 / CC0 / public domain,ambiguous,mods/default/license.txt | mods/minetest_game/default/license.txt,yes,1,2,other,default,default_emergent_jungle_sapling,,,default_emergent_jungle_sapling
eq,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_eq,_eq,
euro,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_signs,,_euro,_euro,
ex,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_ex,_ex,
ex_inv,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_signs,,_ex_inv,_ex_inv,
extra_mobs_dolphin,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_dolphin,extra_mobs_dolphin,
extra_mobs_hoglin,2,Alshred; Changes were made; [epCode]; F.M.Audio,4,near filename,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0 | LGPL / GPL-3.0,game,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,no,2,2,"entity,other",mobs_mc,,extra_mobs_hoglin,extra_mobs_hoglin,
extra_mobs_piglin,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_piglin,extra_mobs_piglin,
extra_mobs_piglin_brute,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_piglin_brute,extra_mobs_piglin_brute,
extra_mobs_strider,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,no,2,2,"entity,other",mobs_mc,,extra_mobs_strider,extra_mobs_strider,
extra_mobs_strider_cold,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,no,2,2,"entity,other",mobs_mc,,extra_mobs_strider_cold,extra_mobs_strider_cold,
extra_mobs_tropical_fish_a,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_a,extra_mobs_tropical_fish_a,
extra_mobs_tropical_fish_b,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_b,extra_mobs_tropical_fish_b,
extra_mobs_tropical_fish_pattern_a_1,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_1,extra_mobs_tropical_fish_pattern_a_1,
extra_mobs_tropical_fish_pattern_a_2,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_2,extra_mobs_tropical_fish_pattern_a_2,
extra_mobs_tropical_fish_pattern_a_3,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_3,extra_mobs_tropical_fish_pattern_a_3,
extra_mobs_tropical_fish_pattern_a_4,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_4,extra_mobs_tropical_fish_pattern_a_4,
extra_mobs_tropical_fish_pattern_a_5,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_5,extra_mobs_tropical_fish_pattern_a_5,
extra_mobs_tropical_fish_pattern_a_6,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_a_6,extra_mobs_tropical_fish_pattern_a_6,
extra_mobs_tropical_fish_pattern_b_1,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_1,extra_mobs_tropical_fish_pattern_b_1,
extra_mobs_tropical_fish_pattern_b_2,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_2,extra_mobs_tropical_fish_pattern_b_2,
extra_mobs_tropical_fish_pattern_b_3,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_3,extra_mobs_tropical_fish_pattern_b_3,
extra_mobs_tropical_fish_pattern_b_4,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_4,extra_mobs_tropical_fish_pattern_b_4,
extra_mobs_tropical_fish_pattern_b_5,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_5,extra_mobs_tropical_fish_pattern_b_5,
extra_mobs_tropical_fish_pattern_b_6,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_tropical_fish_pattern_b_6,extra_mobs_tropical_fish_pattern_b_6,
extra_mobs_zoglin,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,no,2,2,"entity,other",mobs_mc,,extra_mobs_zoglin,extra_mobs_zoglin,
extra_mobs_zombified_piglin,2,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0 | CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,ambiguous,LEGAL.md | mods/ENTITIES/mobs_mc/LICENSE-media.md,yes,1,2,"entity,other",mobs_mc,,extra_mobs_zombified_piglin,extra_mobs_zombified_piglin,
eye_armor_trim_smithing_template,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,2,2,"item,other",mcl_armor,,eye_armor_trim_smithing_template,eye_armor_trim_smithing_template,
eye_boots,2,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,yes,1,2,"item,other",mcl_armor,,eye_boots,eye_boots,
